admission_ms_p95_max_across_repeats,admission_ms_total,admission_ratio,admitted_candidate_precision,admitted_predictions,all_safety_invariants_passed,authoritative_targets,baseline_authoritative_throughput_per_s,baseline_drained_wall_s,baseline_mean_exposed_wait_ms,baseline_p95_exposed_wait_ms,coarse_load_kill_switch_batches,conservative_drained_wall_benefit_fraction,conservative_net_latency_benefit_fraction,conservative_net_latency_benefit_ms_per_target,conservative_net_latency_benefit_ms_total,conservative_pattern_wall_s,conservative_runtime_overhead_ms_total,deadline_batches,deadline_expired_before_start,deadline_overrun_batches,deadline_skipped_predictions,exact_hits,execution_order_counterbalanced_ab_ba,max_queued_authoritative,max_realized_concurrency,max_speculative_pending,max_speculative_workers,mean_load_pressure,mean_shadow_price,net_interpretation,offered_concurrency,overlap_producing_hits,overlap_producing_target_coverage,pattern_authoritative_throughput_per_s,pattern_drained_wall_s,pattern_mean_exposed_wait_ms,pattern_p95_exposed_wait_ms,physical_call_amplification_vs_demand_only,physical_calls_started,policy,precomputed_runtime_ms_total,predictor_windows_evaluated,probability_candidates_evaluated,raw_net_latency_benefit_ms_per_target,raw_net_latency_benefit_ms_total,realized_exact_target_coverage,rejected_capacity,rejected_predictions,rejected_start_deadline,repetitions,requested_predictions,saved_speculative_service_ms,scenario,selected_probability_mean,selection_compute_ms_total,selection_considered,selection_precision,selection_selected,selection_selected_hits,speculative_started_precision,synthetic_prediction_lead_ms,synthetic_service_ms,visit_authoritative_reserve,visit_capacity,wasted_service_ms_per_authoritative_target,wasted_speculative_service_ms,workers,wrong_speculations_never_started,wrong_speculations_started
0.4035410238429904,402.6130522834137,1.0,0.0535031847133758,6280,True,940,118.98631857915849,7.90006793406792,7.955343849360051,15.917935001198202,0,-0.3321939147650454,0.024608616159586212,0.19577000320642654,184.02380301404094,10.524422427995747,528.661199,1360,3768,0,0,336,True,6,1,64,2,0.0,0.0,repeat_stable_positive,1,336,0.3574468085106383,89.31606522173892,10.004069279995747,7.1971683153025605,13.870513008441776,3.3148936170212764,3116,rank5_sequential_unreserved,520.353148,1360,0,0.7581755340574904,712.685002014041,0.3574468085106383,0,0,0,4,6280,1175.1831661676988,observed_nested_oof,0.08137978039415945,8.308051,6800,0.08535031847133757,6280,536,0.1337579617834395,2.5,5.0,0,2,13.275386841826517,12478.863631316926,4,3768,2176
0.10742002632468939,100.83572258008644,1.0,0.1592356687898089,1256,True,940,118.9739015317306,7.900892446981743,7.965428115455731,15.930601977743208,0,-0.2712747136417473,0.013423431895526373,0.10692338182653098,100.50797891693912,10.04420478305096,545.792726,1360,0,0,0,200,True,5,1,64,1,0.0,0.0,repeat_stable_positive,1,200,0.2127659574468085,93.58630377451065,9.52385163505096,7.277874174054732,16.21599099598825,2.123404255319149,1996,rank_budgeted_round_robin_reserved,520.353148,1360,0,0.6875539414009991,646.3007049169391,0.2127659574468085,0,0,0,4,1256,653.5114465514198,observed_nested_oof,0.14831398859666203,25.439578000000008,6800,0.1592356687898089,1256,200,0.1592356687898089,2.5,5.0,1,2,6.066447556665306,5702.460703265388,4,0,1056
0.1076400512829423,83.69669038802385,1.0,0.17131474103585656,1004,True,940,118.92952984241538,7.903840208949987,7.96295580648609,15.917976968921721,0,-0.22172825331988555,0.002381847523570844,0.01896654656798297,17.82855377390399,9.656344892999947,558.770453,1360,0,0,0,172,True,5,1,64,1,0.0,0.0,repeat_stable_positive,1,172,0.1829787234042553,97.34532169428024,9.116569372999948,7.349552607790448,16.22551999753341,1.8851063829787233,1772,confidence_global_reserved,539.77552,1360,6800,0.6134031986956425,576.599006773904,0.1829787234042553,0,0,0,4,1004,561.9171016151085,observed_nested_oof,0.16588710999548276,18.994932999999996,6800,0.17131474103585656,1004,172,0.17131474103585656,2.5,5.0,1,2,4.762822313065779,4477.052974281833,4,0,832
0.08100003469735384,17.246525560040027,1.0,0.2222222222222222,180,True,940,118.66724528997011,7.921309689991176,8.011685463381891,15.935039962641895,0,-0.09571373695264868,-0.0575567759801156,-0.4611267854390201,-433.4591783126789,8.679487841979459,569.6201080000001,1360,0,0,0,40,True,5,1,64,1,0.3308428236772533,0.022823529411764704,negative,1,40,0.0425531914893617,108.30132112790909,8.13971232197946,7.866833410523039,15.941991994623095,1.148936170212766,1080,utility_global_risk_limited,539.77552,1360,6800,0.14485205285885233,136.1609296873212,0.0425531914893617,0,0,0,4,180,130.04753907443956,observed_nested_oof,0.2265247500527667,29.844588,184,0.2222222222222222,180,40,0.2222222222222222,2.5,5.0,1,2,0.8021953214762455,754.0636021876708,4,0,140
2.950012043584138,472.29288693051785,0.79171974522293,0.01246983105390185,4972,True,940,276.13514721887543,3.404130221984815,13.702247702476985,31.915348954498768,0,-0.3771466528013434,-0.31941815748231656,-4.376746714491503,-4114.141911622013,4.687986540906282,525.1620760000001,182,4608,157,0,62,True,17,8,64,2,0.0,0.0,negative,8,62,0.06595744680851064,200.51252105734056,4.167633392906282,17.520311357394018,32.51826099585742,1.3212765957446808,1242,rank5_sequential_unreserved,520.353148,1360,0,-3.818063654917035,-3588.9798356220126,0.06595744680851064,0,1308,1308,4,6280,183.29081306001171,observed_nested_oof,0.08137978039415943,4.808928000000001,6800,0.08535031847133757,6280,536,0.17032967032967034,2.5,5.0,0,2,2.641946757819127,2483.4299523499794,4,4608,302
0.11984299635514617,15.275960380677134,1.0,0.13186813186813187,182,True,940,275.68876894071457,3.4096419800189324,13.718021264426074,31.957947998307645,0,-0.2229884000566174,-0.08196163903069482,-1.1243515070902856,-1056.8904166648686,4.169952589909231,535.348079,182,0,0,0,24,True,17,8,64,1,0.0,0.0,negative,8,24,0.02553191489361702,225.42222716744635,3.6495994419092312,14.272853538537635,28.885248000733554,1.1680851063829787,1098,rank_budgeted_round_robin_reserved,520.353148,1360,0,-0.5548322741115624,-521.5423376648687,0.02553191489361702,0,0,0,4,182,87.65347604639828,observed_nested_oof,0.14379722327058508,14.994930999999998,6800,0.13186813186813187,182,24,0.13186813186813187,2.5,5.0,1,2,0.9589678762069448,901.4298036345281,4,0,158
0.11573499068617821,15.245112066622823,1.0,0.2032967032967033,182,True,940,276.09309832291126,3.4046486699953675,13.700094604505562,31.973255972843617,0,-0.21669600817171233,-0.07398458309200803,-1.0135957876354127,-952.780040377288,4.142422446010493,549.052348,182,0,0,0,37,True,16,8,64,1,0.0,0.0,negative,8,37,0.039361702127659576,226.9203617572371,3.602646926010493,14.129592149587785,28.955476998817176,1.1542553191489362,1085,confidence_global_reserved,539.77552,1360,6800,-0.42949754508222115,-403.7276923772879,0.039361702127659576,0,0,0,4,182,127.71810009144247,observed_nested_oof,0.2151873076202454,9.276828000000002,6800,0.2032967032967033,182,37,0.2032967032967033,2.5,5.0,1,2,0.8826454394209654,829.6867130557075,4,0,145
0.0036869896575808525,0.7767730858176947,1.0,0.2,5,True,940,274.40881999405997,3.425545869919006,13.693407211425477,31.922181020490825,166,-0.0003807977514446079,-0.00039340865027581,-0.005387104848723939,-5.063878557800503,3.4268503100837413,17.824455058823528,182,0,0,0,1,True,16,8,64,1,2.6026738522028983,0.1876414480139041,negative,8,1,0.0010638297872340426,274.3043655084629,3.4117683470249176,13.67983213004141,31.950161966960877,1.004255319148936,944,utility_global_risk_limited,15.08196305882353,38,190,0.013575081384067047,12.760576501023024,0.0010638297872340426,0,0,0,4,5,3.324149001855403,observed_nested_oof,0.2150210702557732,2.742492,5,0.2,5,1,0.2,2.5,5.0,1,2,0.02319839036220962,21.806486940477043,4,0,4
29.21932900790125,294.8666019947268,0.2068471337579618,0.015396458814472672,1299,True,940,322.3683455830182,2.915919049992226,36.10339773437405,77.89850700646639,0,-0.31251932456659987,-0.1098635654981383,-3.966448001695741,-3728.4611215939967,3.827200101986678,524.702217,61,1177,49,0,20,True,41,32,64,2,0.0,0.0,negative,32,20,0.02127659574468085,245.6103613479868,3.3068469539866783,39.51165188819745,83.25814496492967,1.1085106382978724,1042,rank5_sequential_unreserved,520.353148,1360,0,-3.4082541538234006,-3203.7589045939967,0.02127659574468085,0,4981,4981,4,6280,114.56334585091099,observed_nested_oof,0.08137978039415938,4.349069,6800,0.08535031847133757,6280,536,0.16393442622950818,2.5,5.0,0,2,1.239603410408079,1165.2272057835944,4,1177,102
0.128348998259753,5.341520183719695,1.0,0.18032786885245902,61,True,940,322.1718328863375,2.9176976509043016,36.12954340580395,78.04911700077355,0,-0.19259571631078687,-0.01087295877404698,-0.39283503597644726,-369.2649338178604,3.4796337199585157,533.7502350000001,61,0,0,0,11,True,41,32,64,1,0.0,0.0,negative,32,11,0.011702127659574468,270.14337589854335,2.959280571958516,35.95455904284423,77.71876303013414,1.053191489361702,990,rank_budgeted_round_robin_reserved,520.353148,1360,0,0.17498436295972306,164.48530118213966,0.011702127659574468,0,0,0,4,61,44.62006798712537,observed_nested_oof,0.15178404800504353,13.397087000000003,6800,0.18032786885245902,61,11,0.18032786885245902,2.5,5.0,1,2,0.33696454285861965,316.74667028710246,4,0,50
