scenario,policy,offered_concurrency,repetitions,workers,visit_capacity,isolated_speculative_slots,broker_workers,broker_visit_capacity,requires_isolated_capacity,visit_authoritative_reserve,max_speculative_workers,max_speculative_pending,broker_speculative_pending,synthetic_service_ms,synthetic_prediction_lead_ms,requested_predictions,admitted_predictions,rejected_predictions,rejected_capacity,replaced_queued_predictions,rejected_start_deadline,deadline_expired_before_start,deadline_skipped_predictions,admission_ratio,selection_considered,probability_candidates_evaluated,predictor_windows_evaluated,coarse_load_kill_switch_batches,selection_selected,selection_selected_hits,selection_precision,selected_probability_mean,authoritative_targets,exact_hits,realized_exact_target_coverage,overlap_producing_hits,overlap_producing_target_coverage,admitted_candidate_precision,speculative_started_precision,running_speculative_races,speculative_race_wins,authoritative_race_wins,wrong_speculations_started,wrong_speculations_never_started,wrong_speculative_service_ms,wasted_speculative_service_ms,hedged_exact_losers,hedged_exact_loser_service_ms,saved_speculative_service_ms,wasted_service_ms_per_authoritative_target,physical_calls_started,physical_call_amplification_vs_demand_only,baseline_mean_exposed_wait_ms,pattern_mean_exposed_wait_ms,baseline_p95_exposed_wait_ms,pattern_p95_exposed_wait_ms,raw_net_latency_benefit_ms_total,raw_net_latency_benefit_ms_per_target,conservative_runtime_overhead_ms_total,conservative_net_latency_benefit_ms_total,conservative_net_latency_benefit_ms_per_target,conservative_net_latency_benefit_fraction,baseline_drained_wall_s,pattern_drained_wall_s,conservative_pattern_wall_s,conservative_drained_wall_benefit_fraction,baseline_authoritative_throughput_per_s,pattern_authoritative_throughput_per_s,selection_compute_ms_total,precomputed_runtime_ms_total,admission_ms_total,admission_ms_p95_max_across_repeats,deadline_overrun_batches,deadline_batches,max_realized_concurrency,mean_load_pressure,mean_shadow_price,max_queued_authoritative,all_safety_invariants_passed,net_interpretation,execution_order_counterbalanced_ab_ba
observed_nested_oof,safe_global_benefit,1,4,4,2,1,5,3,True,0,,64,1,20.0,10.0,1256,1256,0,0,0,0,411,0,1.0,6800,6800,1360,0,1256,196,0.15605095541401273,0.14845747719991137,940,152,0.16170212765957448,152,0.16170212765957448,0.12101910828025478,0.17988165680473372,152,152,0,693,411,14755.90041326359,14755.90041326359,0,0.0,1588.625191419851,15.697766397088925,1778,1.8914893617021276,30.825584097468155,28.897490246627637,61.957672995049506,62.07571702543646,1812.4082197900862,1.9280938508405172,815.1401420000001,997.2680777900861,1.0609234870107298,0.03441697920974248,27.9846005429863,27.466771862003952,28.057538146003953,-0.0026063478342531966,33.589902366342315,33.50258298174595,224.37385800000007,590.766284,134.3511058948934,0.17222098540514708,0,1360,1,0.0,0.0,5,True,repeat_stable_positive,True
observed_nested_oof,safe_global_benefit,2,4,4,2,1,5,3,True,0,,64,1,20.0,10.0,678,678,0,0,0,0,184,0,1.0,6800,6800,1360,0,678,129,0.1902654867256637,0.17247285450646802,940,104,0.11063829787234042,104,0.11063829787234042,0.15339233038348082,0.21052631578947367,104,104,0,390,184,8343.197572685312,8343.197572685312,0,0.0,1092.931172286626,8.875742098601396,1427,1.5180851063829788,34.56880915179314,33.310116274948626,62.87766702007502,62.987169018015265,1183.1713042338379,1.2586928768445085,765.2361960000001,417.9351082338378,0.44461181727004023,0.012861646905964579,19.745715628028847,19.612537389970385,20.203303673970385,-0.023174042134588242,47.60526372949884,46.527044050279805,174.46991200000002,590.766284,78.86219816282392,0.18850096967071295,0,686,2,0.0,0.0,9,True,repeat_stable_positive,True
observed_nested_oof,safe_global_benefit,4,4,4,2,1,5,3,True,0,,64,1,20.0,10.0,346,346,0,0,0,0,54,0,1.0,6800,6800,1360,0,346,71,0.20520231213872833,0.19672060833588334,940,64,0.06808510638297872,64,0.06808510638297872,0.18497109826589594,0.2191780821917808,64,64,0,228,54,4868.810521613341,4868.810521613341,0,0.0,675.7283473270945,5.179585661290788,1222,1.3,39.54721826922515,38.68460671337163,82.67560496460646,83.0460240249522,810.8548625023104,0.8626115558535218,718.622817,92.23204550231037,0.09811919734288338,0.0024810644499675912,15.081893598951865,15.194050622987561,15.784816906987562,-0.04660709899747252,62.32639116783893,59.550896633073044,127.85653299999997,590.766284,43.20598777849227,0.18760899547487497,0,347,4,0.0,0.0,11,True,sign_unstable,True
observed_nested_oof,safe_global_benefit,8,4,4,2,1,5,3,True,0,,64,1,20.0,10.0,182,182,0,0,0,0,8,0,1.0,6800,6800,1360,0,182,37,0.2032967032967033,0.2151873076202454,940,36,0.03829787234042553,36,0.03829787234042553,0.1978021978021978,0.20689655172413793,36,36,0,138,8,2959.6554649760947,2959.6554649760947,0,0.0,385.7246590196155,3.14856964359159,1105,1.175531914893617,52.16421922947468,51.23504029389996,122.97802098328248,105.12238496448845,873.4281994402409,0.9291789355747243,699.543095,173.88510444024087,0.1849841536598307,0.0035461884869026836,12.630436252104118,12.740671409002971,13.331437693002972,-0.055500968209397566,74.42339925854931,70.51002462347783,108.77681100000001,590.766284,23.43213901622221,0.18888001795858145,0,182,8,0.0,0.0,16,True,sign_unstable,True
observed_nested_oof,safe_global_benefit,16,4,4,2,1,5,3,True,0,,64,1,20.0,10.0,103,103,0,0,0,0,5,0,1.0,6800,6800,1360,0,103,22,0.21359223300970873,0.22499415587539578,940,22,0.023404255319148935,22,0.023404255319148935,0.21359223300970873,0.22448979591836735,22,22,0,76,5,1613.5151412454434,1613.5151412454434,0,0.0,236.41194181982428,1.7165054694100461,1026,1.0914893617021277,81.02008802630503,79.56791556832886,167.14896500343457,168.15022804075852,1365.0421104975976,1.4521724579761677,692.7607680000001,672.2813424975975,0.7151929175506356,0.008827353005571062,11.464883918990381,11.515432118903846,12.106198402903846,-0.05593728540514875,81.98949127107936,77.64617501845397,101.994484,590.766284,13.705098943319172,0.1899939961731434,0,103,16,0.0,0.0,24,True,sign_unstable,True
observed_nested_oof,safe_global_benefit,32,4,4,2,1,5,3,True,0,,64,1,20.0,10.0,61,61,0,0,0,0,3,0,1.0,6800,6800,1360,0,61,14,0.22950819672131148,0.2350156100086737,940,14,0.014893617021276596,14,0.014893617021276596,0.22950819672131148,0.2413793103448276,14,14,0,44,3,929.162550077308,929.162550077308,0,0.0,141.95153501350433,0.9884707979545829,991,1.054255319148936,133.8897063995667,132.34101627102527,296.1403719964437,294.627653027419,1455.768720828928,1.5486901285414127,682.9937950000001,772.774925828928,0.8221009849243914,0.006140135840398348,10.832705679989886,10.829517125093844,11.420283409093845,-0.054241086803394775,86.77425822953566,82.3096911282857,92.227511,590.766284,7.813467353116721,0.4037010367028415,0,61,32,0.0,0.0,40,True,repeat_stable_positive,True
observed_nested_oof,safe_global_benefit,64,4,4,2,1,5,3,True,0,,64,1,20.0,10.0,41,41,0,0,0,0,3,1,1.0,6800,6800,1360,0,42,9,0.21428571428571427,0.23529441234009857,940,9,0.009574468085106383,9,0.009574468085106383,0.21951219512195122,0.23684210526315788,9,9,0,29,3,608.0943639390171,608.0943639390171,0,0.0,97.75867615826428,0.646908897807465,972,1.0340425531914894,222.18993883827662,221.97020446523737,506.081139028538,505.29345497488976,206.550310656894,0.21973437303924895,691.6974150000001,-485.1471043431061,-0.5161139407905384,-0.0023228501861472565,10.590452641015872,10.603896518005058,11.194662802005059,-0.05705234530289431,88.75919017469229,83.96858544338093,100.93113100000001,590.766284,5.538018827792257,0.29795500449836254,1,42,64,0.0,0.0,57,True,negative,True
observed_nested_oof,safe_global_benefit,98,4,4,2,1,5,3,True,0,,64,1,20.0,10.0,32,32,0,0,0,0,0,0,1.0,6800,6800,1360,0,32,4,0.125,0.24808870142646133,940,4,0.00425531914893617,4,0.00425531914893617,0.125,0.125,4,4,0,28,0,618.320875975769,618.320875975769,0,0.0,41.852515074424446,0.6577881659316691,969,1.0308510638297872,293.52805862070727,292.2431870624968,743.6795299872756,735.9240869991481,1207.7792647178285,1.2848715582104557,671.1004760000001,536.6787887178284,0.5709348816147111,0.0019450777015919455,10.500655815005302,10.498821699991822,11.089587983991823,-0.05608527499253371,89.51821834372974,84.76419514926255,80.334192,590.766284,4.832523758523166,0.24791195755824447,0,32,98,0.0,0.0,78,True,sign_unstable,True
all_wrong_counterfactual,safe_global_benefit,1,4,4,2,1,5,3,True,0,,64,1,20.0,10.0,1256,1256,0,0,0,0,411,0,1.0,6800,6800,1360,0,1256,0,0.0,0.14845747719991137,940,0,0.0,0,0.0,0.0,0.0,0,0,0,845,411,17960.7253918075,17960.7253918075,0,0.0,0.0,19.10715467213564,1785,1.898936170212766,30.801597443481096,31.041072683032365,61.97646202053875,62.097043031826615,-225.1067251781933,-0.23947523955126948,811.956134,-1037.0628591781933,-1.1032583608278652,-0.03581821893660781,28.0230760530103,28.649168514937628,29.23993479893763,-0.04342345371455435,33.543783638235645,32.1478145031347,221.18985000000004,590.766284,136.85307855485007,0.19498297479003668,0,1360,1,0.0,0.0,5,True,negative,True
all_wrong_counterfactual,safe_global_benefit,2,4,4,2,1,5,3,True,0,,64,1,20.0,10.0,678,678,0,0,0,0,185,0,1.0,6800,6800,1360,0,678,0,0.0,0.17247285450646802,940,0,0.0,0,0.0,0.0,0.0,0,0,0,493,185,10529.372623132076,10529.372623132076,0,0.0,0.0,11.20146023737455,1433,1.524468085106383,34.70647044051339,34.9218937679828,65.2777020004578,65.36404800135642,-202.49792782124132,-0.21542332746940565,747.820733,-950.3186608212413,-1.0109772987460015,-0.02912936077665426,19.834564159973525,20.239113566989545,20.829879850989546,-0.050180870272137586,47.39201690637274,45.12748065396759,157.05444899999998,590.766284,75.82216715672985,0.1802460174076259,0,686,2,0.0,0.0,9,True,negative,True
